Association Id,Association Name,Club Id,Club Name,Abbreviation,TimeStamp,Address1,Address2,SubUrb,State,Country,Postal Code,Phone,Email
93,Group 20 Rugby League,0,Group 20 Rugby League,,8/14/2019 5:33:00 AM,PO BOX 1081,,NSW,AUSTRALIA,2705,0408359801,g20mail@bigpond.net.au
94,Newcastle JRL Association Inc.,0,Newcastle JRL Association Inc.,,11/30/2018 8:23:24 AM,294 Turton Road," ",NSW,AUSTRALIA,2292,,secretary@njrla.com.au
96,Group 9 Rugby League Inc,0,Group 9 Rugby League Inc,,12/19/2018 11:22:14 AM,PO Box 1230,,NSW,AUSTRALIA,2650,0428 17 94 94,group9seniors@gmail.com
97,Group 20 Rugby League - Juniors,0,Group 20 Rugby League - Juniors,,10/30/2018 9:57:17 AM,PO Box 10,,NSW,AUSTRALIA,2680,,group20JRL@gmail.com
98,Group 3 Rugby League - Juniors,0,Group 3 Rugby League - Juniors,,5/30/2019 11:58:19 AM,58 The Southern Parkway,,NSW,AUSTRALIA,2428,0400 819 367,secretary@group3jrl.com.au
99,Maitland and District Junior Rugby League,0,Maitland and District Junior Rugby League,,4/10/2019 7:32:37 PM,PO Box 89,,NSW,AUSTRALIA,2323,0411279982,shelleypillidge@mail.com
100,Central Coast Division Rugby League,0,Central Coast Division Rugby League,,10/30/2018 9:57:17 AM,Unit 3/ 6 Morton Close,PO Box 3496,NSW,AUSTRALIA,2259,02 4359 7255,ccdrl@crlnsw.com.au
101,Group 4 Rugby League - Seniors,0,Group 4 Rugby League - Seniors,,10/30/2018 9:57:17 AM,PO BOX 1028,,NSW,AUSTRALIA,2340,0408 658 154,group4secretary@gmail.com
102,Group 3 RL - Seniors,0,Group 3 RL - Seniors,,1/9/2019 4:06:05 PM,9 John Armstrong Close,,NSW,AUSTRALIA,2430,0427643280,group3rl@bigpond.net.au
103,Group 6 JRL,0,Group 6 JRL,,2/5/2019 3:16:04 PM,PO BOX 7017,,NSW,AUSTRALIA,2567,0450 010 770,Group6RugbyLeague@bigpond.com
104,Group 9 JRL,0,Group 9 JRL,,10/30/2018 9:57:17 AM,73 Strickland Drive,,NSW,AUSTRALIA,2658,0428964015,group9juniors@gmail.com
105,Group 21 JRL,0,Group 21 JRL,,3/30/2019 9:04:23 PM,PO Box 791,,NSW,AUSTRALIA,2333,0417432070,group21jrl@outlook.com
106,Illawarra DRL,0,Illawarra DRL,,10/30/2018 9:57:17 AM,PO Box 900,,NSW,AUSTRALIA,2500,0414 283 239,cbannerman@steelers.com.au
107,Group 2 JRL,0,Group 2 JRL,,10/30/2018 9:57:17 AM,1550 Waterfall Way,,NSW,AUSTRALIA,2454,0431 017 637,secretarygrp2juniorleague@hotmail.com
108,South Coast Group 7 Rugby League,0,South Coast Group 7 Rugby League,,12/14/2018 12:47:50 PM,PO Box 729,,NSW,AUSTRALIA,2533,02 4232 1662,pmehl@southcoastgroup7.com.au
111,North West Group 4 JRL,0,North West Group 4 JRL,,10/30/2018 9:57:17 AM,PO Box 6145,,NSW,AUSTRALIA,2340,0409 980231,scottb@crlnsw.com.au
112,Group 11 Junior Rugby League,0,Group 11 Junior Rugby League,,11/17/2019 5:30:39 PM,PO Box 4,,NSW,AUSTRALIA,2830,0407 703 951,group11jrl@hotmail.com
114,Northern Rivers Regional Rugby League,0,Northern Rivers Regional Rugby League,,10/30/2018 9:57:17 AM,420 Tomewin Road,,NSW,AUSTRALIA,2484,,secretarynrrrl@gmail.com
116,Group 14 Rugby League,0,Group 14 Rugby League,,10/30/2018 9:57:17 AM,58 Boraro St,,NSW,AUSTRALIA,2844,0428221468,group14jrln@gmail.com
117,Group 18 Junior Rugby League,0,Group 18 Junior Rugby League,,11/21/2018 6:35:49 PM,PO BOX 943,,NSW,AUSTRALIA,2485,0410503480,secretaryg18jrl@optusnet.com.au
118,Group 10 - Seniors,0,Group 10 - Seniors,,10/30/2018 9:57:17 AM,PO Box 707,,NSW,Australia,2794,02 6342 3381,acemcdonald55@bigpond.com
119,Woodbridge Cup,0,Woodbridge Cup,,10/30/2018 9:57:17 AM,PO BOX 185,,NSW,AUSTRALIA,2804,0487379691,pullyone@hotmail.com
121,Group 19 Rugby League,0,Group 19 Rugby League,,10/30/2018 9:57:17 AM,Morningside,Paradise Rd,NSW,AUSTRALIA,2360,,
122,Group 2 Rugby League - Seniors,0,Group 2 Rugby League - Seniors,,10/30/2018 9:57:17 AM,63 Crown Street,,NSW,AUSTRALIA,2454,02 6655 1791,ogradyp998@gmail.com
124,Group 19 Junior Rugby League,0,Group 19 Junior Rugby League,,10/30/2018 9:57:17 AM,58 Finch St,,NSW,AUSTRALIA,2404,,group19jrl@gmail.com
126,Group 1 JRL,0,Group 1 JRL,,12/3/2018 1:17:39 PM,PO BOX 1060,,NSW,AUSTRALIA,2470,0413536944 Secretary,grouponesecretary@outlook.com.au
127,Group 16 Minor Rugby League (Juniors),0,Group 16 Minor Rugby League (Juniors),,10/30/2018 9:57:17 AM,PO Box 7008,,NSW,AUSTRALIA,2550,0437 762 631,group16minorrugbyleague@gmail.com
128,Group 16 Rugby League,0,Group 16 Rugby League,,11/28/2018 12:11:47 PM,PO Box 860,,NSW,AUSTRALIA,2630,0487 932 743,group16rugbyleague@gmail.com
129,Castlereagh League,0,Castlereagh League,,10/30/2018 9:57:17 AM,45 Wrigley St,,NSW,Australia,2827,02 68472946,
133,Hastings League,0,Hastings League,,10/30/2018 9:57:17 AM,PO Box 334,,NSW,AUSTRALIA,2446,0408 852 662,oxley.equipment@gmail.com
135,CRL Representatives,0,CRL Representatives,,10/30/2018 9:57:17 AM,Locked Bag 5000,,NSW,AUSTRALIA,2021,02 9359 8500,crlmail@crlnsw.com.au
136,National Rugby League,0,National Rugby League,,10/30/2018 9:57:17 AM,Rugby League Central,Driver Avenue,NSW,AUSTRALIA,2021,02 9359 8500,
139,Australian Secondary Schools Rugby League,0,Australian Secondary Schools Rugby League,,10/30/2018 9:57:17 AM,Assumption College Warwick,6 Locke Street,QLD,AUSTRALIA,4370,,
140,Australian Womens Rugby League,0,Australian Womens Rugby League,,10/28/2016 10:32:44 AM,,,,Australia,,,
142,WAFC Test,0,WAFC Test,,11/6/2009 9:27:40 AM,,,,,,,
144,Nowra Albatross Vikings Auskick Centre,0,Nowra Albatross Vikings Auskick Centre,,8/26/2019 4:57:56 PM,West St Oval,,NSW,AUSTRALIA,2540,,
149,Saratoga Auskick Centre,0,Saratoga Auskick Centre,,8/30/2019 10:53:17 AM,"98 Bayview Ave ",,NSW,AUSTRALIA,2250,0439377837,pres@sarahawks.org.au
151,Sawtell Auskick Centre,0,Sawtell Auskick Centre,,8/30/2019 10:53:17 AM,Richardson Park,68 Hulberts Road,NSW,AUSTRALIA,2452,,
152,Albury Auskick Centre,0,Albury Auskick Centre,,8/30/2019 10:53:17 AM,Cnr David & Ebden Street,,NSW,AUSTRALIA,2640,0417 437 984,matt@coffeemamma.com.au
154,Aldavilla PS (After School) Auskick Centre,0,Aldavilla PS (After School) Auskick Centre,,8/6/2019 4:26:00 PM,Sherwood Road,,NSW,AUSTRALIA,2440,8333 8000,aflauskick@aflnswact.com.au
159,Scotts Head PS (After School) Auskick Centre,0,Scotts Head PS (After School) Auskick Centre,,8/30/2019 10:53:17 AM,,,NSW,AUSTRALIA,2447,,
161,Seven Hills North PS (After School) Auskick Centre,0,Seven Hills North PS (After School) Auskick Centre,,8/6/2019 4:26:00 PM,"45 Beethoven St, Seven Hills",,NSW,AUSTRALIA,2147,,
165,Shellharbour Auskick Centre,0,Shellharbour Auskick Centre,,8/30/2019 10:53:17 AM,Myimbarr Community Park,,NSW,AUSTRALIA,2529,0408 425 691,
168,Arden Anglican School (After School) Auskick Centre,0,Arden Anglican School (After School) Auskick Centre,,8/6/2019 4:26:00 PM,Wongala Cres,Wilson,NSW,AUSTRALIA,,8333 8000,aflauskick@aflnswact.com.au
169,Sherwood Grange PS (After School) Auskick Centre,0,Sherwood Grange PS (After School) Auskick Centre,,8/6/2019 4:26:00 PM,Bruce Street,,NSW,AUSTRALIA,2160,,
170,Ardlethan (Ages 5 - 10) Auskick Centre,0,Ardlethan (Ages 5 - 10) Auskick Centre,,8/30/2019 10:53:17 AM,92 Ariah Street,,NSW,AUSTRALIA,2665,0401877378,
172,Ariah Park (Ages 5 - 10) Auskick Centre,0,Ariah Park (Ages 5 - 10) Auskick Centre,,8/30/2019 10:53:17 AM,45 Wellman Street,,NSW,AUSTRALIA,2665,,
173,Singleton Roosters Auskick Centre,0,Singleton Roosters Auskick Centre,,10/16/2019 11:34:19 AM,PO Box 470,,NSW,AUSTRALIA,2330,0400571192,singletonroosters@gmail.com
174,Armidale Auskick Centre,0,Armidale Auskick Centre,,8/26/2019 4:57:56 PM,Bellevue Oval AFL Club Room c/- SportUNE,Cnr Meredith Rd & Handel St,NSW,AUSTRALIA,2350,,armidaleauskick@gmail.com
176,The Armidale School (After School) Auskick Centre,0,The Armidale School (After School) Auskick Centre,,8/6/2019 4:26:00 PM,Douglas Street,McKinley,NSW,AUSTRALIA,2350,8333 8000,aflauskick@aflnswact.com.au
178,Ashbury PS (After School) Auskick Centre,0,Ashbury PS (After School) Auskick Centre,,8/6/2019 4:26:00 PM,Trevener Street,McPherson,NSW,AUSTRALIA,2131,8333 8000,aflauskick@aflnswact.com.au
180,Ashmont PS (After School) Auskick Centre,0,Ashmont PS (After School) Auskick Centre,,8/6/2019 4:26:00 PM,P.O Box 1,,NSW,AUSTRALIA,2650,(02) 6921 5000,aflwagga@aflnswact.com.au
186,Bald Face PS (After School) Auskick Centre,0,Bald Face PS (After School) Auskick Centre,,8/6/2019 4:26:00 PM,,,NSW,AUSTRALIA,,,
187,South West Rocks PS (After School) Auskick Centre,0,South West Rocks PS (After School) Auskick Centre,,8/6/2019 4:26:00 PM,"62 Gregory St, South West Rocks NSW 2431",,NSW,AUSTRALIA,2431,,
190,Ballina JAFC Auskick Centre,0,Ballina JAFC Auskick Centre,,10/15/2019 11:20:46 AM,Cavenbah Centre,Ewingsdale Road,NSW,AUSTRALIA,2481,0439003721,julian.vandendriest@afl.com.au
193,Southern Highlands Auskick Centre,0,Southern Highlands Auskick Centre,,8/30/2019 10:53:17 AM,Welby Oval,Currockbilly Street,NSW,AUSTRALIA,2576,0473333582,shhawks98@gmail.com
194,Bangor Auskick Centre,0,Bangor Auskick Centre,,8/26/2019 4:57:56 PM,Barden Ridge Oval,316 Old Illawarra Road,NSW,AUSTRALIA,2234,,
195,St Aloysius Primary School (After School) Auskick Centre,0,St Aloysius Primary School (After School) Auskick Centre,,8/30/2019 10:53:17 AM,,,NSW,AUSTRALIA,2230,0417 294 825,
198,Bankstown PS (After School) Auskick Centre,0,Bankstown PS (After School) Auskick Centre,,8/30/2019 10:53:17 AM,PO BOX 435,,NSW,AUSTRALIA,2767,0417 294 825,
200,Bankstown Sports Auskick Centre,0,Bankstown Sports Auskick Centre,,9/3/2019 3:49:41 PM,PO Box 601,,NSW,AUSTRALIA,2213,0414017369,
202,Barellan (Ages 5 - 10) Auskick Centre,0,Barellan (Ages 5 - 10) Auskick Centre,,8/30/2019 10:53:17 AM,Barellan Sportsground,3 Mulga Street,NSW,AUSTRALIA,2665,0428532669,
203,St Catherines PS (Gymea After School) Auskick Centre,0,St Catherines PS (Gymea After School) Auskick Centre,,8/30/2019 10:53:17 AM,Cnr President Ave & Gymea Rd,,NSW,AUSTRALIA,2227,0417 294 825,
205,St Clair Auskick Centre,0,St Clair Auskick Centre,,9/3/2019 3:49:41 PM,PO Box 121,,NSW,AUSTRALIA,2759,0430015851,kyle.stclaircrows@gmail.com
206,The Entrance Bateau Bay Auskick Centre,0,The Entrance Bateau Bay Auskick Centre,,8/30/2019 10:53:17 AM,Passage Road,,NSW,AUSTRALIA,2261,0407294585,playafl@theblues.org.au
207,St Fiacre's (After School) Auskick Centre,0,St Fiacre's (After School) Auskick Centre,,8/30/2019 10:53:17 AM,,Roberts,NSW,AUSTRALIA,,8333 8000,aflauskick@aflnswact.com.au
209,St Francis Xavier Central Public School,0,St Francis Xavier Central Public School,,12/1/2017 11:35:18 AM,Swift St,Waide,NSW,AUSTRALIA,,,
210,Batemans Bay Seahawks Auskick Centre,0,Batemans Bay Seahawks Auskick Centre,,8/26/2019 4:57:56 PM,HANGING ROCK OVAL,,NSW,AUSTRALIA,2536,,
212,Bathurst Bushrangers Auskick Centre,0,Bathurst Bushrangers Auskick Centre,,9/3/2019 3:49:41 PM,PO Box 999,,NSW,AUSTRALIA,2795,0408985551,
218,Baulkham Hills Auskick Centre,0,Baulkham Hills Auskick Centre,,9/3/2019 3:49:41 PM,PO Box 6610,Baulkham Hills Business Centre,NSW,AUSTRALIA,2153,0414270203,baulkoauskick@gmail.com
220,Bay and Basin Bombers Auskick Centre,0,Bay and Basin Bombers Auskick Centre,,8/30/2019 10:53:17 AM,Bay and Basin Leisure Centre,,NSW,AUSTRALIA,2540,,chris.stubbs@caresouth.org.au
221,St Ives Auskick Centre,0,St Ives Auskick Centre,,8/30/2019 10:53:17 AM,Acron Oval,1 Acron Road,NSW,AUSTRALIA,2075,0417 765 975,registrar@stivesafl.com
225,St Jeromes PS (After School) Auskick Centre,0,St Jeromes PS (After School) Auskick Centre,,8/6/2019 4:26:00 PM,Rossmore Ave,Ayoung,NSW,AUSTRALIA,,(02) 9790 5988,
229,St Joan Of Arc Primary (After School) Auskick Centre,0,St Joan Of Arc Primary (After School) Auskick Centre,,8/6/2019 4:26:00 PM,,,NSW,AUSTRALIA,,,
230,Bellevue Hill PS (After School) Auskick Centre,0,Bellevue Hill PS (After School) Auskick Centre,,8/30/2019 10:53:17 AM,Victoria St,Roberts,NSW,AUSTRALIA,,93895526,
231,Good Samaritan CPS (Fairy Meadow After School) Auskick Centre,0,Good Samaritan CPS (Fairy Meadow After School) Auskick Centre,,8/6/2019 4:26:00 PM,48 McGrath St,,NSW,AUSTRALIA,2519,,
232,Bellingen Auskick Centre,0,Bellingen Auskick Centre,,8/30/2019 10:53:17 AM,703 Bowraville Rd,,NSW,AUSTRALIA,2454,0447305085,bellingenbulldogs@gmail.com
234,Belmont After School Centre,0,Belmont After School Centre,,12/1/2017 11:35:18 AM,10 Kerri Close,Bailey,NSW,AUSTRALIA,2290,4943 1122,
235,St Joseph's School (Wagga After School) Auskick Centre,0,St Joseph's School (Wagga After School) Auskick Centre,,8/30/2019 10:53:17 AM,,Habel,NSW,AUSTRALIA,,(02) 6921 5000,wagga@aflnswact.com.au
237,St Josephs (Albion Park) Auskick Centre,0,St Josephs (Albion Park) Auskick Centre,,8/30/2019 10:53:17 AM,16 Macquarie Street,Clift,NSW,AUSTRALIA,,8333 8000,aflauskick@aflnswact.com.au
240,Bermagui Breakers Auskick Centre,0,Bermagui Breakers Auskick Centre,,8/26/2019 4:57:56 PM,PO Box 196,,NSW,AUSTRALIA,2546,0428634373,
243,St Josephs CPS (Kempsey After School) Auskick Centre,0,St Josephs CPS (Kempsey After School) Auskick Centre,,8/6/2019 4:26:00 PM,36 Kemp St,,NSW,AUSTRALIA,2440,0437790604,james.moir@afl.com.au
245,St Josephs CPS (Wauchope After School) Auskick Centre,0,St Josephs CPS (Wauchope After School) Auskick Centre,,8/6/2019 4:26:00 PM,4 Avondale St,,NSW,AUSTRALIA,2446,0265851745,
246,Berrigan Auskick Centre,0,Berrigan Auskick Centre,,8/30/2019 10:53:17 AM,34 Budd St,,NSW,AUSTRALIA,2712,,
247,St Josephs Oatley PS (After School) Auskick Centre,0,St Josephs Oatley PS (After School) Auskick Centre,,8/6/2019 4:26:00 PM,P.O.Box 333,,NSW,AUSTRALIA,,0417 294 825,
249,St Joseph's Primary School (After School) Auskick Centre,0,St Joseph's Primary School (After School) Auskick Centre,,8/6/2019 4:26:00 PM,PO BOX 333,,NSW,AUSTRALIA,2012,,
251,St Josephs Primary School (After School) Auskick Centre,0,St Josephs Primary School (After School) Auskick Centre,,8/6/2019 4:26:00 PM,Warlters St,Galvin,NSW,AUSTRALIA,,65833848,
253,St Lukes Junior Grammar School (After School) Auskick Centre,0,St Lukes Junior Grammar School (After School) Auskick Centre,,8/6/2019 4:26:00 PM,210 Headland Road,Wilson,NSW,AUSTRALIA,2099,8333 8000,aflauskick@aflnswact.com.au
254,Birchgrove PS (After School) Auskick Centre,0,Birchgrove PS (After School) Auskick Centre,,8/6/2019 4:26:00 PM,Birchgrove Road,McPherson,NSW,AUSTRALIA,2041,8333 8000,aflauskick@aflnswact.com.au
259,St Michaels (Daceyville) Auskick Centre,0,St Michaels (Daceyville) Auskick Centre,,8/6/2019 4:26:00 PM,Haig Avenue,McPherson,NSW,AUSTRALIA,2032,8333 8000,aflauskick@aflnswact.com.au
262,Blighty Auskick Centre,0,Blighty Auskick Centre,,8/30/2019 10:53:17 AM,RMB 1080 Riverina Rd,BURBURY,NSW,AUSTRALIA,2713,,
264,Blue Mountains Auskick Centre,0,Blue Mountains Auskick Centre,,8/30/2019 10:53:17 AM,PO. Box 705,,NSW,AUSTRALIA,2777,0447695006,president@bluemountainskangaroos.com.au
265,St Peters CPS (After School) Auskick Centre,0,St Peters CPS (After School) Auskick Centre,,8/6/2019 4:26:00 PM,Ocean Drive,,NSW,AUSTRALIA,2444,0265841962,aflauskick@aflnswact.com.au
266,Boambee PS (After School) Auskick Centre,0,Boambee PS (After School) Auskick Centre,,8/30/2019 10:53:17 AM,Lindsays Rd,,NSW,AUSTRALIA,2450,66596000,matthew.crawley@afl.com.au
267,St Philips Christian College (After School) Auskick Centre,0,St Philips Christian College (After School) Auskick Centre,,8/6/2019 4:26:00 PM,10 Kerri Close,CharlestownBailey,NSW,AUSTRALIA,2290,,
269,St Phillip's (Salamander Bay After School) Auskick Centre,0,St Phillip's (Salamander Bay After School) Auskick Centre,,8/6/2019 4:26:00 PM,,Allen,NSW,AUSTRALIA,2317,,
272,BOMADERRY,0,BOMADERRY,,12/1/2017 11:35:18 AM,,,NSW,AUSTRALIA,2541,,
273,St Spriydon College (After School) Auskick Centre,0,St Spriydon College (After School) Auskick Centre,,8/30/2019 10:53:17 AM,,McPherson,NSW,AUSTRALIA,2035,8333 8000,aflauskick@aflnswact.com.au
274,Bomaderry Tigers Auskick Centre,0,Bomaderry Tigers Auskick Centre,,8/26/2019 4:57:56 PM,4 Blue Gum Way,,NSW,AUSTRALIA,2541,0438603559,bomaderryjafc@gmail.com
275,St Therese (Mascot After School) Auskick Centre,0,St Therese (Mascot After School) Auskick Centre,,8/6/2019 4:26:00 PM,43 Sutherland St,McPherson,NSW,AUSTRALIA,2020,8333 8000,aflauskcik@aflnswact.com.au
277,St Thereses Primary School (After School) Auskick Centre,0,St Thereses Primary School (After School) Auskick Centre,,8/6/2019 4:26:00 PM,Burke Street (PO Box 321),,NSW,AUSTRALIA,2305,49574922,
278,Bossley Park After School,0,Bossley Park After School,,12/1/2017 11:35:18 AM,,Comis,NSW,AUSTRALIA,2176,,
281,St Thomas Becket Primary School (After School) Auskick Centre,0,St Thomas Becket Primary School (After School) Auskick Centre,,8/6/2019 4:26:00 PM,5 Thomas St,,NSW,AUSTRALIA,2049,95696710,
289,Sule College (Shellharbour) Auskick Centre,0,Sule College (Shellharbour) Auskick Centre,,8/6/2019 4:26:00 PM,399 Shellharbour Road,Clift,NSW,AUSTRALIA,2529,8333 8000,aflauskick@aflnswact.com.au
294,Broken Hill Central (Ages 5 - 10) Auskick Centre,0,Broken Hill Central (Ages 5 - 10) Auskick Centre,,8/30/2019 10:53:17 AM,Warnock St,,NSW,AUSTRALIA,2880,,
296,Broken Hill North (Ages 5 - 10) Auskick Centre,0,Broken Hill North (Ages 5 - 10) Auskick Centre,,8/30/2019 10:53:17 AM,Jubilee Oval,Silver Street,NSW,AUSTRALIA,2880,08 80876868,
297,Tacking Point PS (After School) Auskick Centre,0,Tacking Point PS (After School) Auskick Centre,,8/6/2019 4:26:00 PM,Bangaly Drive,Mckinley,NSW,AUSTRALIA,2444,0265823478,
298,Broken Hill South (Ages 5 - 10) Auskick Centre,0,Broken Hill South (Ages 5 - 10) Auskick Centre,,8/30/2019 10:53:17 AM,24 Wilson Street,,NSW,AUSTRALIA,2880,(08) 8087 7904,
300,Broken Hill West (Ages 5 - 10) Auskick Centre,0,Broken Hill West (Ages 5 - 10) Auskick Centre,,8/30/2019 10:53:17 AM,West Football Club,Gypsum Street,NSW,AUSTRALIA,2880,0427 449902,
302,Bronte PS (After School) Auskick Centre,0,Bronte PS (After School) Auskick Centre,,8/6/2019 4:26:00 PM,Hewlett St,McPherson,NSW,AUSTRALIA,2024,8333 8000,aflauskick@aflnswact.com.au
303,Tamworth Auskick Centre,0,Tamworth Auskick Centre,,8/30/2019 10:53:17 AM,Viaduct Park,Peel & O'Connell Streets,NSW,AUSTRALIA,2340,0400 303 640,tamworth.auskick@gmail.com
304,BROULEE,0,BROULEE,,12/1/2017 11:35:18 AM,,,NSW,AUSTRALIA,2537,,
305,Tarcutta PS (After School) Auskick Centre,0,Tarcutta PS (After School) Auskick Centre,,8/6/2019 4:26:00 PM,Centenary Ave,Habel,NSW,AUSTRALIA,,69287191,wagga@aflnswact.com.au
306,Brunswick Heads JAFC Auskick Centre,0,Brunswick Heads JAFC Auskick Centre,,10/15/2019 11:16:51 AM,Cavenbah Centre,Ewingsdale Road,NSW,AUSTRALIA,2481,0439003721,julian.vandendriest@afl.com.au
307,Manning Valley Auskick Centre,0,Manning Valley Auskick Centre,,8/30/2019 10:53:17 AM,Johnny Martin Oval,Macquarie Street,NSW,AUSTRALIA,2430,,mustangsafc@mail.com
309,Taverners Hill Infants School (After School) Auskick Centre,0,Taverners Hill Infants School (After School) Auskick Centre,,8/30/2019 10:53:17 AM,Elswick St,Roberts,NSW,AUSTRALIA,2049,95696396,
311,Temora (Ages 5 - 9) Auskick Centre,0,Temora (Ages 5 - 9) Auskick Centre,,8/26/2019 4:57:56 PM,Nixon Park,,NSW,AUSTRALIA,2666,0408306860,temoraauskick@gmail.com
314,BUSBY PUBLIC SCHOOL,0,BUSBY PUBLIC SCHOOL,,12/1/2017 11:35:18 AM,South Liverpool Rd,,NSW,AUSTRALIA,2168,96077211,
315,Terrigal Avoca Auskick Centre,0,Terrigal Avoca Auskick Centre,,8/30/2019 10:53:17 AM,P.O. Box 513,,NSW,AUSTRALIA,2260,,info@panthersjuniors.org.au
316,Byron Bay JAFC Auskick Centre,0,Byron Bay JAFC Auskick Centre,,10/15/2019 11:17:22 AM,Cavenbah Centre,Ewingsdale Road,NSW,AUSTRALIA,2481,0439003721,julian.vandendriest@afl.com.au
320,Cambridge Gardens PS (After School) Auskick Centre,0,Cambridge Gardens PS (After School) Auskick Centre,,8/30/2019 10:53:17 AM,"trinity drive ",,NSW,AUSTRALIA,2747,,
322,Camden Auskick Centre,0,Camden Auskick Centre,,8/30/2019 10:53:17 AM,PO Box 338,,NSW,AUSTRALIA,2570,,
