Club Id,Club Name,Abbreviation,TimeStamp,Address1,Address2,SubUrb,State,Country,Postal Code,Phone,Email
268795,Tuesday Ladies Social Competition,,6/11/2019 10:50:20 AM,,,QLD,,,,
254007,Redlands Crushers,,6/25/2018 6:01:00 PM,,,Queensland,,,,
251675,Ormiston College Touch Club,,2/6/2018 8:23:16 PM,,,QLD,,,,
95960,Redlands Touch Club - DO NOT REMOVE,,1/24/2018 7:03:55 PM,hjk,,bhjkl,,hjl,,
40378,General Club,Gen,1/24/2018 1:12:34 PM,,,,,,,
40669,"Redlands Referees Club ",,6/25/2018 5:51:00 PM,,,QLD,AUSTRALIA,,,
267209,Tuesday Ladies Social Development,,6/11/2019 10:49:35 AM,,,Qld,,,,
268109,2019 JSC Referees,,4/18/2019 9:52:51 AM,,,Queensland,,,,
269432,Coach Club,,7/30/2019 4:31:38 PM,,,QLD,,,,
269612,2019 RTA Senior State Cup EOI,,8/15/2019 11:53:35 AM,,,Qld,,,,
251518,St Rita's School Touch Club,,1/29/2018 4:01:52 PM,,,Queensland,,,,
255389,Junior Rep & Development,,11/20/2019 5:40:36 PM,,,Queensland,,,,
251067,Junior Referees,,11/20/2019 5:39:36 PM,,,QLD,,,,
271020,Coach Course Feb 8 2020,,11/14/2019 11:47:33 AM,,,QLD,,,,
203794,Redbacks,,2/13/2018 4:03:25 PM,,,QLD,AUSTRALIA,,,
269196,Lil Snipers,,7/19/2019 3:10:59 PM,,,QLD,,,,
268822,S1 2020 Looking for a team,,11/19/2019 6:08:52 PM,,,QLD,,,,
251406,Sheldon College Junior Touch,,1/18/2018 2:48:12 PM,,,QLD,,,,
253223,"Mini Muddies ",,6/27/2018 1:59:22 PM,,,Queensland,,,,
169519,MIAMI HIGH,Miami H,6/6/2017 2:56:05 PM,152 Laguna Ave,,QLD,AUSTRALIA,4221,0439753781,jcros40@eq.edu.au
252647,MARYMOUNT,,11/18/2019 4:20:54 PM,,,,,,,MPhillips@bunnings.com.au
85556,Finishing Touch Renovations,Finish Tou,6/6/2017 2:56:05 PM,10 Morshead Street,,QLD,AUSTRALIA,4224,0450277152,mitch@ftrenovations.com.au
204761,The Battlers,Battlers,6/6/2017 2:56:05 PM,43 Petrie Avenue,,QLD,Australia,4218,0414724529,fraser.kahler@gammawealth.com.au
89238,Palm Beach Referees,,10/31/2017 2:44:30 PM,,,QLD,AUSTRALIA,,,operations@sharkstouch.com
189900,Phantom Magic,,6/6/2017 2:56:05 PM,6/3 Feilding Street,,QLD,AUSTRALIA,4223,0421382516,joydean1956@yahoo.com.au
230476,1. INFERNO SUPER SERIES MEN,SS Men,11/18/2019 4:01:15 PM,,,,,,,
254599,Misfits,,8/27/2018 3:22:24 PM,,,,,,,
169539,Nevilles,,6/6/2017 2:56:05 PM,8 Azzurra Drive,,QLD,AUSTRALIA,4227,049928112,djgeyer@bigpond.com
218509,Cool Running,Cool Runni,6/6/2017 2:56:05 PM,11 Menton Avenue,,,,4227,0423035844,louise-k@live.com.au
91241,Referee Club,,11/6/2019 2:49:03 PM,,,QLD,AUSTRALIA,,,
230477,"2. INFERNO SUPER SERIES WOMEN ",SS Women,11/18/2019 4:01:39 PM,,,,,,,
254445,The Heat,The Heat,8/8/2018 3:02:52 PM,,,,,,,
254524,Old Skool,,8/20/2018 2:54:43 PM,,,,,,,
267666,SEE CIVIL,,7/16/2019 2:34:37 PM,,,,,,,
237169,Capital Pest Control,Capital PC,6/6/2017 2:56:05 PM,,,,,,,
269805,Divvy Drifters,,8/28/2019 9:46:17 AM,,,,,,,
251429,Bisley Boys,Bisley Boy,1/23/2018 10:59:37 AM,,,,,,,
254531,Calm a Llama Down,,8/21/2018 1:06:44 PM,,,,,,,
254392,Club Team,,8/3/2018 10:54:39 AM,,,,,,,
254526,Moist Grapes,,8/20/2018 4:47:43 PM,,,,,,,
254541,Touchy Feelys,,8/22/2018 2:59:39 PM,,,,,,,
251542,St Andrews,,1/30/2018 1:29:19 PM,,,,,,,
269355,CYCLONES,,7/26/2019 10:14:05 AM,,,,,,,
254604,Average Joes,,8/27/2018 3:53:07 PM,,,,,,,
268848,GUGC Touch,,7/30/2019 9:17:57 AM,,,,,,,
254576,Mixed Bunch,,8/24/2018 3:22:16 PM,,,,,,,
254597,Allied Forces,,8/27/2018 3:14:00 PM,,,,,,,
269256,ORCAS,,7/26/2019 10:06:12 AM,,,,,,,
269809,Team TVVC,,8/28/2019 10:47:41 AM,,,,,,,
269144,BOND UNI,,7/17/2019 4:33:31 PM,,,,,,,
254601,Airmech Knights,,8/27/2018 3:45:23 PM,,,,,,,
254598,Don't give a Ruck,,8/27/2018 3:17:31 PM,,,,,,,
269435,UNRUCKY,,7/31/2019 10:14:37 AM,,,,,,,
269392,ELANORA HIGH,,11/18/2019 4:18:18 PM,,,,,,,
269806,"Little Rama's ",,8/28/2019 9:56:57 AM,,,,,,,
269556,LINDISFARNE COLLEGE,,8/6/2019 3:49:52 PM,,,,,,,
254618,New Zealand Barbarians,NZ,9/11/2019 11:34:03 AM,,,,,,,
254614,Indigenous,Indig,11/6/2019 12:30:11 PM,,,,,,,
270685,Vietnam,,10/14/2019 2:45:55 PM,,,,,,,
255470,SQBD Referee,,10/24/2019 2:41:05 PM,,,,,,,
254624,Niue,Niu,9/11/2019 11:34:09 AM,,,,,,,
254436,Maori,,9/11/2019 11:34:02 AM,,,,,,,
254629,Philippines,Phil,9/11/2019 11:34:20 AM,,,,,,,
254625,Papua New Guinea,PNG,9/11/2019 11:34:11 AM,,,,,,,
254621,Samoa,Sm,9/11/2019 11:34:25 AM,,,,,,,
254613,Australia,Aus,9/11/2019 11:33:12 AM,,,,,,,
254620,Cook Islands,CI,9/11/2019 11:33:24 AM,,,,,,,
254630,China,Chi,9/11/2019 11:33:17 AM,,,,,,,
270680,2020 NTL,,10/14/2019 10:32:17 AM,,,,,,,
254634,Scotland,Scot,9/11/2019 11:34:35 AM,,,,,,,
270684,Japan,,10/14/2019 2:45:46 PM,,,,,,,
3580,General Club,Gen,6/6/2017 2:56:05 PM,,,,,,,
11507,North Burleigh,,1/22/2018 11:32:47 AM,,,QLD,AUSTRALIA,,,
11525,Team Green,,1/22/2018 11:55:31 AM,,,QLD,AUSTRALIA,,,
11510,Allstone & Samra Crushers,,1/25/2018 10:58:32 AM,49 Marble Drive,,QLD,AUSTRALIA,4211,,
11553,Dragon's,,1/23/2018 2:10:18 PM,,,QLD,AUSTRALIA,,,
46058,The Coasters,,1/24/2018 6:09:42 PM,,,,,,,
23791,Touch of Magic (Mx),,8/22/2018 8:14:29 PM,,,QLD,AUSTRALIA,,,
23792,Stallions,,1/24/2018 3:46:22 PM,,,QLD,AUSTRALIA,,,
11511,Misfits (M),,1/22/2018 6:31:47 PM,,,QLD,AUSTRALIA,,,
23778,Runamuck (Mx),,1/19/2018 4:02:29 PM,,,QLD,AUSTRALIA,,,
60675,NRG,,1/22/2018 6:57:54 PM,,,QLD,AUSTRALIA,,,
206961,Team Straya,,1/23/2018 4:40:29 PM,,,,,,,
88212,Coast2Coast Pools Magic,,1/22/2018 11:02:29 AM,,,QLD,AUSTRALIA,,,
65566,Touch of Magic (W),,8/22/2018 7:43:01 PM,,,QLD,AUSTRALIA,,,
92890,Inappropriate Touching,,2/7/2018 3:29:23 PM,62 Admiralty Drive,,Qld,,4217,,
206924,Touchy Feelys,,1/25/2018 11:54:50 AM,Unit GD/510 Marine Parade,,Qld,,4216,,
192879,Full Tilt Magic,,1/25/2018 11:17:11 AM,"Unit 1, 21 Crystal Reef Drive",,Qld,,4216,,
88188,Bond University,,2/7/2018 3:35:30 PM,,,QLD,AUSTRALIA,,,
92960,Galaxy (M1),,1/22/2018 4:10:15 PM,16 Harran Street,,Qld,,4215,,
223314,Passion Fingers,,2/7/2018 3:30:27 PM,,,,,,,
223405,The Untouchables,,1/24/2018 1:04:45 PM,,,,,,,
207177,Galaxy W2,,8/23/2018 3:33:36 PM,,,,,,,
226485,Touch n Go,,1/11/2018 4:41:53 PM,,,,,,,
207197,Artius,,1/24/2018 12:47:48 PM,,,,,,,
223592,Galaxy (M3),,2/5/2018 1:45:13 PM,,,,,,,
226406,Pink Pansies,,1/22/2018 4:42:34 PM,,,,,,,
230494,St Hilda's Tigers,,1/18/2018 12:57:10 PM,,,,,,,
223187,Zig Zaglerz,,1/12/2018 2:45:30 PM,,,,,,,
230495,St Hilda's Jaguars,,1/18/2018 12:57:20 PM,,,,,,,
223519,Galaxy (M2),,1/22/2018 4:10:19 PM,,,,,,,
234672,Misfits (Mx),,1/22/2018 6:31:50 PM,,,,,,,
237867,Filthy Casuals,FC,1/11/2018 5:04:34 PM,,,,,,,
226486,Gemelli Italian,,2/7/2018 3:33:14 PM,,,,,,,
234828,Emmanuel College,,1/24/2018 12:54:27 PM,,,,,,,
226578,Kickback,,2/1/2018 1:14:50 PM,,,,,,,
230493,St Hilda's Lions,,1/18/2018 12:57:03 PM,,,,,,,
239297,Chair Tips,,1/11/2018 4:54:30 PM,,,,,,,
230496,St Hilda's Panthers,,1/18/2018 12:57:30 PM,,,,,,,
244650,Eversmart,,1/24/2018 12:54:44 PM,,,,,,,
246945,Glass Now Magic,,1/18/2018 12:31:59 PM,,,,,,,
251403,Ray White Hornets B,,1/18/2018 1:24:33 PM,,,,,,,
249075,"Benchwarmers ",,1/23/2018 3:04:43 PM,,,,,,,
247049,Turfmulisha,,1/22/2018 4:24:39 PM,,,,,,,
238009,Alpha Flight,,1/23/2018 4:43:59 PM,,,,,,,
237891,Ray White Hornets A,,1/18/2018 1:23:40 PM,,,,,,,
251484,Wrinkle F3,,2/1/2018 1:51:30 PM,,,,,,,
254060,Diamonds,,7/3/2018 2:30:09 PM,,,,,,,
237997,Tatou Tatou M1,,2/1/2018 5:46:54 PM,,,,,,,
251644,Blue Blaze,,2/5/2018 11:12:19 AM,,,,,,,
246729,MM Lawyers,,1/24/2018 12:54:54 PM,,,,,,,
251423,AAC ID Solutions,,1/22/2018 11:10:31 AM,,,,,,,
251487,Touch n Go,,1/24/2018 12:58:40 PM,,,,,,,
249194,Dodgers,,1/22/2018 3:53:35 PM,,,,,,,
237999,Strikers,,2/7/2018 3:31:06 PM,,,,,,,
254158,Land Sharks,,7/9/2018 9:51:31 AM,,,,,,,
249084,Benowa Hills Bullets,,2/7/2018 3:28:53 PM,,,,,,,
249133,SMC,,1/24/2018 6:09:48 PM,,,,,,,
254058,T2P,,7/3/2018 2:24:46 PM,,,,,,,
247044,Blaze Mixed,,1/22/2018 6:42:33 PM,,,,,,,
249128,Blaze Womens,,1/22/2018 6:42:34 PM,,,,,,,
251480,Benowa Redbacks,,1/24/2018 12:53:31 PM,,,,,,,
254062,Pindara Pirates,,7/3/2018 2:33:54 PM,,,,,,,
246753,Brother M,,1/19/2018 4:44:58 PM,,,,,,,
254196,Deflate,,7/11/2018 2:40:32 PM,,,,,,,
251734,The Red Sheep,,2/12/2018 12:52:14 PM,,,,,,,
251689,Tatou Tatou (W),,2/7/2018 3:41:09 PM,,,,,,,
238025,Royalty,,7/19/2018 9:58:28 PM,,,,,,,
249076,"Fiddlers ",,2/7/2018 3:30:07 PM,,,,,,,
251688,Next Up,,2/7/2018 3:40:36 PM,,,,,,,
251483,Sexier Pistons,,1/24/2018 12:55:55 PM,,,,,,,
254154,Xp,,7/9/2018 9:14:03 AM,,,,,,,
251479,Bell Legal Bears,,1/24/2018 12:52:31 PM,,,,,,,
246839,Wii Not Fit (Mx),,2/7/2018 3:32:44 PM,,,,,,,
251491,Rokket,,2/13/2019 4:09:43 PM,,,,,,,
249139,Clutch City,,2/1/2018 7:43:28 PM,,,,,,,
249018,The Black Sheep,,1/22/2018 1:43:08 PM,,,,,,,
254203,Allplates,,7/13/2018 3:38:48 PM,,,,,,,
254155,CHARISMA,,7/9/2018 9:15:01 AM,,,,,,,
248795,Kickons,,2/7/2018 3:30:41 PM,,,,,,,
254061,Clutch City 1,,7/3/2018 2:32:58 PM,,,,,,,
251481,Boivers,,1/24/2018 12:53:43 PM,,,,,,,
254197,Snatches And Jerks,,7/11/2018 3:16:29 PM,,,,,,,
240307,Cobras,,1/22/2018 10:28:57 AM,,,,,,,
251486,Touch Bokvers,,1/24/2018 12:58:05 PM,,,,,,,
254238,Tatou GC OGS,,7/19/2018 1:12:11 PM,,,,,,,
251691,BHD,,2/7/2018 4:56:04 PM,,,,,,,
251485,The River Boys,,1/24/2018 12:57:07 PM,,,,,,,
254221,Strikers Too,,7/17/2018 12:46:01 PM,,,,,,,
254345,Wrinkle Free Skittles,,3/22/2019 8:56:17 AM,,,,,,,
254099,Black Magic,,7/4/2018 6:39:39 PM,,,,,,,
254282,Allsports Physio Flamingoes,,7/25/2018 12:05:47 PM,,,,,,,
254185,Blitz,,7/10/2018 9:04:23 AM,,,,,,,
254157,32 Touch Red,,7/9/2018 9:25:42 AM,,,,,,,
266727,Team Dynamic,,2/4/2019 1:41:41 PM,,,,,,,
249604,Referees Club,,10/10/2017 12:52:16 PM,,,,,,,
254210,Try me a River,,7/16/2018 12:55:58 PM,,,,,,,
256378,NCL Group,,1/21/2019 4:45:19 PM,,,,,,,
254233,Move It Mob Style,,7/18/2018 1:32:13 PM,,,,,,,
266911,Salt and Steppers,,2/15/2019 10:12:00 AM,,,,,,,
254244,Touchilicious,,7/19/2018 10:00:52 PM,,,,,,,
254251,Ray White Hornets Mens,,7/20/2018 1:27:39 PM,,,,,,,
266872,S Club 11,,2/12/2019 2:03:37 PM,,,,,,,
269058,Dodgers Mixed,,7/9/2019 11:14:54 AM,,,,,,,
266646,Steelers,,1/30/2019 4:18:29 PM,,,,,,,
254542,Touch of Magic (Mx),,8/22/2018 7:43:53 PM,,,,,,,
269125,BHD 3,,7/16/2019 11:53:07 AM,,,,,,,
266783,Flaked,,2/9/2019 9:25:24 AM,,,,,,,
254057,32 Touch,,7/3/2018 2:12:06 PM,,,,,,,
266820,Beer Monsters,,2/11/2019 1:00:27 PM,,,,,,,
254220,Limitless,,7/17/2018 12:09:47 PM,,,,,,,
269085,Latestart,,7/12/2019 9:02:05 AM,,,,,,,
267172,Screamin' She-mens,,2/27/2019 9:51:35 AM,,,,,,,
269118,CC Mens,,7/16/2019 9:31:22 AM,,,,,,,
254202,Bond University Bullsharks,,7/13/2018 3:34:39 PM,,,,,,,
268927,Gunner Girls,,6/28/2019 12:46:52 PM,,,,,,,
267024,Can't Touch This,,2/17/2019 7:49:21 PM,,,,,,,
254213,BHD Sisterz,,7/16/2018 3:08:26 PM,,,,,,,
269103,Kickback Gunners,,7/15/2019 10:37:04 AM,,,,,,,
256352,KB Kickback Mixed,,1/18/2019 3:52:09 PM,,,,,,,
269244,Good Times,,7/24/2019 11:49:16 AM,,,,,,,
254218,Little Electrics,,7/17/2018 10:54:30 AM,,,,,,,
254304,BHD GOLD (2),,7/25/2018 6:49:20 PM,,,,,,,
254209,Lezrek,,7/16/2018 12:52:23 PM,,,,,,,
269189,Stealth,,7/19/2019 12:55:07 PM,,,,,,,
256242,SCHNACKS,,1/7/2019 10:47:53 AM,,,,,,,
269752,All Abilities TFS Program,,8/26/2019 1:36:03 PM,,,,,,,
254211,Struddys,,7/16/2018 12:58:01 PM,,,,,,,
267044,St Hiildas Pumas,,2/19/2019 12:19:27 PM,,,,,,,
254245,32 Black,,7/19/2018 10:02:10 PM,,,,,,,
256316,* SuperSeries2019 *,,1/15/2019 2:01:50 PM,,,,,,,
266890,CHARGERS,,2/13/2019 10:59:33 AM,,,,,,,
254517,Burger Urge Gold Coast,,8/17/2018 1:04:24 PM,,,,,,,
254229,Screaming Eagles,,7/18/2018 12:19:56 PM,,,,,,,
267023,The Heat,,2/17/2019 7:42:55 PM,,,,,,,
269533,BAY-BAD,,8/6/2019 10:03:42 AM,,,,,,,
267035,The Bull Sharks,,2/19/2019 10:30:08 AM,,,,,,,
255379,PPMG 2018,,10/21/2018 9:56:22 AM,,,,,,,
266784,Mahi = Treats,,2/9/2019 9:30:54 AM,,,,,,,
254252,Ray White Hornets Mixed,,7/20/2018 1:34:13 PM,,,,,,,
267036,Sub Please,,2/19/2019 10:41:41 AM,,,,,,,
269127,BHD Familia,,7/16/2019 1:44:07 PM,,,,,,,
269120,Worthy,,7/16/2019 9:41:43 AM,,,,,,,
266821,Team TechMate (Ladies),,2/11/2019 2:00:17 PM,,,,,,,
267034,The Grubs,,2/19/2019 10:20:00 AM,,,,,,,
269102,Kickback New Era,,7/15/2019 10:36:51 AM,,,,,,,
269241,32 Blue,,7/24/2019 9:39:22 AM,,,,,,,
269207,NB All Stars,,7/22/2019 12:26:17 PM,,,,,,,
256408,GUGC,,1/24/2019 10:50:38 AM,,,,,,,
269110,Raptors (W),,7/15/2019 3:45:12 PM,,,,,,,
269208,Never Quit,,7/22/2019 2:34:53 PM,,,,,,,
254237,Can't touch this,,7/19/2018 12:53:03 PM,,,,,,,
268926,Touch Me If You Can,,6/28/2019 12:46:41 PM,,,,,,,
266684,Raptors,,2/1/2019 1:53:41 PM,,,,,,,
269852,All sorts,,8/31/2019 8:19:30 AM,,,,,,,
269004,Touch n Go Ladies,,7/4/2019 12:59:24 PM,,,,,,,
23780,Bags Not,,1/23/2018 4:41:15 PM,,,QLD,AUSTRALIA,,,
192877,Storm,,1/19/2018 4:23:11 PM,,,,,,,
223520,Galaxy (W1),,1/22/2018 4:10:21 PM,,,,,,,
230497,St Hilda's Leopards,,1/18/2018 12:57:35 PM,,,,,,,
246785,Deflatriots,,2/7/2018 3:32:12 PM,,,,,,,
251482,"Not Fast, Just Furious",,1/24/2018 12:55:12 PM,,,,,,,
254156,Mixed Bag,,7/9/2018 9:19:18 AM,,,,,,,
244654,The Pineapple Pens,,2/7/2018 3:31:27 PM,,,,,,,
251407,Tumby Park Raptors,,1/18/2018 2:59:52 PM,,,,,,,
254059,Xp,,7/3/2018 2:26:43 PM,,,,,,,
254219,QuickEze,,7/17/2018 12:00:29 PM,,,,,,,
256323,Tiddas,,1/15/2019 12:19:55 PM,,,,,,,
267042,Chasen,,2/19/2019 11:11:04 AM,,,,,,,
269240,32 Green,,7/24/2019 9:19:30 AM,,,,,,,
254243,TechMate,,7/19/2018 9:56:43 PM,,,,,,,
266782,Anytime Fitness Southport,,2/9/2019 9:17:28 AM,,,,,,,
269083,South Coast Never Beens,,7/12/2019 8:35:54 AM,,,,,,,
93269,Tigers,,6/6/2017 2:56:05 PM,,,,,,,
93265,Southport Bulldogs,,6/6/2017 2:56:05 PM,,,,,,,
93280,Blue Storm,,6/6/2017 2:56:05 PM,,,,,,,
93279,Dynamites (G),,6/6/2017 2:56:05 PM,,,,,,,
93266,SFX Jets,,6/6/2017 2:56:05 PM,,,,,,,
93272,EPG Raiders,,6/6/2017 2:56:05 PM,,,,,,,
93338,St Hilda's Gazelles,,6/6/2017 2:56:05 PM,,,,,,,
71500,General Club,Gen,6/6/2017 2:56:05 PM,,,,,,,
93278,Sunlovers,,6/6/2017 2:56:05 PM,,,,,,,
93296,Piranhas,,6/6/2017 2:56:05 PM,,,,,,,
93283,Trytans,,6/6/2017 2:56:05 PM,,,,,,,
93286,Volt (1),,6/6/2017 2:56:05 PM,,,,,,,
93287,Cyclones,,6/6/2017 2:56:05 PM,,,,,,,
93277,Volt Juice,,6/6/2017 2:56:05 PM,,,,,,,
93337,St Hilda's Brumbies,,2/13/2018 2:14:26 PM,,,,,,,
93389,Galaxy Pink 8,,6/6/2017 2:56:05 PM,,,,,,,
93334,St Hilda's Butterflies,,6/6/2017 2:56:05 PM,,,,,,,
93336,St Hilda's Tigers,,6/6/2017 2:56:05 PM,,,,,,,
93284,St Brigid's,,6/6/2017 2:56:05 PM,,,,,,,
93382,Pink Panthers - 10's,,6/6/2017 2:56:05 PM,,,,,,,
93379,Cruisers,,6/6/2017 2:56:05 PM,,,,,,,
93387,Galaxy Orange,,6/6/2017 2:56:05 PM,,,,,,,
93378,Strikers (12),,6/6/2017 2:56:05 PM,,,,,,,
93388,Galaxy White,,6/6/2017 2:56:05 PM,,,,,,,
93339,The Tigers,,6/6/2017 2:56:05 PM,,,,,,,
93384,Biggera Waters (1),,6/6/2017 2:56:05 PM,,,,,,,
93335,The Hyenas,,6/6/2017 2:56:05 PM,,,,,,,
93403,Galaxy Black,,6/6/2017 2:56:05 PM,,,,,,,
93405,Storm 12,,6/6/2017 2:56:05 PM,,,,,,,
93400,Galaxy Pumas,,6/6/2017 2:56:05 PM,,,,,,,
93397,Galaxy Cheetahs,,6/6/2017 2:56:05 PM,,,,,,,
93393,Galaxy Red,,6/6/2017 2:56:05 PM,,,,,,,
93340,The Panthers,,6/6/2017 2:56:05 PM,,,,,,,
93404,Galaxy Blue,,6/6/2017 2:56:05 PM,,,,,,,
93390,Galaxy Gold,,6/6/2017 2:56:05 PM,,,,,,,
93421,Pink Eagles,,6/6/2017 2:56:05 PM,,,,,,,
93394,Galaxy Yellow,,6/6/2017 2:56:05 PM,,,,,,,
93416,Gold Eagles,,6/6/2017 2:56:05 PM,,,,,,,
93419,Black Eagles,,6/6/2017 2:56:05 PM,,,,,,,
93385,Biggera Waters (2),,6/6/2017 2:56:05 PM,,,,,,,
93414,Tha Bay Boys,,6/6/2017 2:56:05 PM,,,,,,,
93392,Galaxy Pink,,6/6/2017 2:56:05 PM,,,,,,,
93410,Rebels,,6/6/2017 2:56:05 PM,,,,,,,
93420,Purple Eagles,,6/6/2017 2:56:05 PM,,,,,,,
93408,EXCLR8,,6/6/2017 2:56:05 PM,,,,,,,
93477,GA Thunder,,6/6/2017 2:56:05 PM,,,,,,,
93413,Allstars,,6/6/2017 2:56:05 PM,,,,,,,
93402,Strikers (14),,6/6/2017 2:56:05 PM,,,,,,,
93480,GA Blades,,6/6/2017 2:56:05 PM,,,,,,,
